,money,country,city,response
58,0,Denmark,Aalborg,90.47619047619048
59,0,Denmark,Aarhus,75.0
60,0,Denmark,København,62.857142857142854
61,0,Denmark,Odense,55.55555555555556
413,1,Denmark,Aalborg,90.47619047619048
414,1,Denmark,Aarhus,81.25
415,1,Denmark,København,73.2394366197183
416,1,Denmark,Odense,100.0
