,money,country,city,response
188,0,Norway,Bergen,66.66666666666667
189,0,Norway,Kristiansand,77.77777777777777
190,0,Norway,Oslo,62.0
191,0,Norway,Stavanger,86.36363636363636
192,0,Norway,Trondheim,74.07407407407408
543,1,Norway,Bergen,78.125
544,1,Norway,Kristiansand,70.58823529411765
545,1,Norway,Oslo,78.0
546,1,Norway,Stavanger,86.95652173913044
547,1,Norway,Trondheim,78.57142857142857
