,money,country,city,response
143,0,Kenya,eldoret,6.666666666666667
144,0,Kenya,kisumu,22.22222222222222
145,0,Kenya,mombasa,17.857142857142858
146,0,Kenya,nairobi,10.0
147,0,Kenya,nakuru,18.75
148,0,Kenya,nyeri,30.0
498,1,Kenya,eldoret,0.0
499,1,Kenya,kisumu,17.647058823529413
500,1,Kenya,mombasa,21.428571428571427
501,1,Kenya,nairobi,21.568627450980394
502,1,Kenya,nakuru,13.333333333333334
503,1,Kenya,nyeri,36.36363636363637
