id,age,age40,category,city,country,institutions,male,money,response
708070,4,1,3,Roma,Italy,2,0,1,0
708079,2,0,4,Roma,Italy,3,1,0,0
708017,3,0,2,Roma,Italy,1,0,1,0
708093,4,1,3,Roma,Italy,2,1,0,0
708037,4,1,3,Roma,Italy,2,1,1,0
708020,3,0,5,Roma,Italy,4,1,1,0
708018,4,1,4,Roma,Italy,3,0,0,0
708064,4,1,3,Roma,Italy,2,0,0,0
708001,4,1,4,Roma,Italy,3,0,1,100
708061,3,0,5,Roma,Italy,4,1,1,0
708107,5,1,3,Roma,Italy,2,1,0,0
708089,4,1,3,Roma,Italy,2,1,1,100
708073,5,1,4,Roma,Italy,3,1,1,0
708009,4,1,1,Roma,Italy,0,1,0,0
708097,5,1,3,Roma,Italy,2,1,0,0
708091,5,1,3,Roma,Italy,2,1,0,100
708021,3,0,3,Roma,Italy,2,1,1,0
708110,4,1,5,Roma,Italy,4,1,0,100
708098,3,0,2,Roma,Italy,1,0,1,100
708113,2,0,3,Roma,Italy,2,0,0,0
708112,3,0,1,Roma,Italy,0,0,1,0
708029,3,0,4,Roma,Italy,3,0,0,0
708025,3,0,4,Roma,Italy,3,0,1,100
708094,2,0,2,Roma,Italy,1,0,0,0
708022,3,0,4,Roma,Italy,3,0,1,0
708003,3,0,1,Roma,Italy,0,1,0,100
708065,4,1,3,Roma,Italy,2,1,1,0
708011,3,0,1,Roma,Italy,0,1,0,100
708012,5,1,5,Roma,Italy,4,1,0,0
708087,6,1,3,Roma,Italy,2,1,0,0
708056,2,0,2,Roma,Italy,1,1,1,100
708027,3,0,4,Roma,Italy,3,0,0,100
708032,3,0,1,Roma,Italy,0,0,1,100
708108,4,1,1,Roma,Italy,0,0,0,100
708062,3,0,4,Roma,Italy,3,0,1,0
708090,5,1,1,Roma,Italy,0,1,1,100
708103,2,0,5,Roma,Italy,4,1,0,0
708069,4,1,5,Roma,Italy,4,1,0,0
708015,3,0,2,Roma,Italy,1,1,0,0
708083,3,0,5,Roma,Italy,4,1,1,100
708030,3,0,1,Roma,Italy,0,0,0,0
708084,5,1,1,Roma,Italy,0,0,0,0
709016,3,0,5,Milano,Italy,4,1,0,0
709026,2,0,3,Milano,Italy,2,1,0,0
709006,3,0,1,Milano,Italy,0,0,0,100
709045,2,0,3,Milano,Italy,2,1,1,0
709074,4,1,3,Milano,Italy,2,1,0,0
709036,4,1,1,Milano,Italy,0,1,1,0
709044,3,0,4,Milano,Italy,3,1,1,100
709003,2,0,5,Milano,Italy,4,1,0,0
709051,5,1,5,Milano,Italy,4,1,0,100
709001,4,1,4,Milano,Italy,3,1,0,0
709024,2,0,3,Milano,Italy,2,0,0,0
709063,3,0,5,Milano,Italy,4,1,1,0
709015,6,1,2,Milano,Italy,1,0,1,100
709022,4,1,1,Milano,Italy,0,0,1,100
709072,4,1,5,Milano,Italy,4,0,1,0
709056,2,0,2,Milano,Italy,1,0,0,100
709019,2,0,1,Milano,Italy,0,0,1,100
709038,5,1,3,Milano,Italy,2,1,0,0
709043,4,1,5,Milano,Italy,4,0,0,0
709054,3,0,3,Milano,Italy,2,0,1,100
709052,4,1,3,Milano,Italy,2,1,1,100
709034,4,1,1,Milano,Italy,0,1,1,100
709013,4,1,1,Milano,Italy,0,0,0,0
709012,3,0,1,Milano,Italy,0,0,0,100
709068,3,0,4,Milano,Italy,3,1,0,0
709050,4,1,2,Milano,Italy,1,1,0,100
709032,6,1,5,Milano,Italy,4,1,1,0
709067,4,1,2,Milano,Italy,1,1,1,0
709042,3,0,3,Milano,Italy,2,0,1,0
709018,5,1,2,Milano,Italy,1,1,0,100
709075,3,0,4,Milano,Italy,3,1,0,0
709010,5,1,4,Milano,Italy,3,1,1,0
709058,3,0,5,Milano,Italy,4,0,1,100
709033,4,1,2,Milano,Italy,1,1,1,100
709073,3,0,1,Milano,Italy,0,1,0,100
709057,2,0,2,Milano,Italy,1,0,0,0
709053,3,0,2,Milano,Italy,1,1,1,100
709041,4,1,4,Milano,Italy,3,1,1,0
709005,5,1,4,Milano,Italy,3,0,0,0
709078,4,1,4,Milano,Italy,3,1,1,0
710031,2,0,1,Bari,Italy,0,1,0,100
710021,3,0,3,Bari,Italy,2,1,1,100
710039,2,0,4,Bari,Italy,3,0,0,100
710003,3,0,1,Bari,Italy,0,0,1,100
710010,3,0,2,Bari,Italy,1,1,1,100
710016,3,0,5,Bari,Italy,4,0,1,0
710008,5,1,2,Bari,Italy,1,1,0,0
710002,4,1,5,Bari,Italy,4,1,0,0
710034,2,0,5,Bari,Italy,4,1,1,0
710029,4,1,2,Bari,Italy,1,1,0,100
710024,3,0,1,Bari,Italy,0,0,1,0
710004,3,0,3,Bari,Italy,2,0,0,100
710023,4,1,4,Bari,Italy,3,1,1,0
710032,4,1,4,Bari,Italy,3,1,1,100
710033,3,0,3,Bari,Italy,2,0,0,0
710015,4,1,2,Bari,Italy,1,1,1,0
710005,2,0,5,Bari,Italy,4,0,0,0
710013,3,0,1,Bari,Italy,0,1,0,100
710009,3,0,4,Bari,Italy,3,0,0,0
711012,5,1,5,Firenze,Italy,4,1,1,100
711009,3,0,2,Firenze,Italy,1,1,0,0
711037,3,0,3,Firenze,Italy,2,0,0,100
711020,3,0,2,Firenze,Italy,1,1,0,0
711011,4,1,2,Firenze,Italy,1,1,1,100
711004,3,0,5,Firenze,Italy,4,1,1,100
711001,3,0,1,Firenze,Italy,0,0,1,0
711010,3,0,3,Firenze,Italy,2,0,1,100
711007,4,1,4,Firenze,Italy,3,1,1,0
711035,4,1,2,Firenze,Italy,1,1,1,0
711017,3,0,2,Firenze,Italy,1,0,0,100
711021,3,0,2,Firenze,Italy,1,0,1,100
711032,3,0,3,Firenze,Italy,2,1,0,0
711025,3,0,5,Firenze,Italy,4,1,0,100
711022,3,0,4,Firenze,Italy,3,0,0,0
711036,4,1,1,Firenze,Italy,0,0,1,100
711041,3,0,3,Firenze,Italy,2,1,1,100
711024,3,0,1,Firenze,Italy,0,1,0,100
711014,3,0,1,Firenze,Italy,0,1,0,100
711005,4,1,1,Firenze,Italy,0,1,0,100
711029,3,0,4,Firenze,Italy,3,1,1,0
712006,4,1,2,Palermo,Italy,1,1,1,100
712009,4,1,5,Palermo,Italy,4,1,1,100
712028,3,0,5,Palermo,Italy,4,1,0,0
712041,4,1,1,Palermo,Italy,0,1,0,0
712042,4,1,4,Palermo,Italy,3,1,1,0
712048,3,0,1,Palermo,Italy,0,0,1,100
712010,3,0,3,Palermo,Italy,2,0,0,0
712035,3,0,2,Palermo,Italy,1,1,0,100
712029,4,1,3,Palermo,Italy,2,1,1,0
712021,3,0,2,Palermo,Italy,1,0,1,0
712044,2,0,5,Palermo,Italy,4,1,0,0
712047,4,1,4,Palermo,Italy,3,0,1,0
712015,3,0,4,Palermo,Italy,3,1,0,0
712026,4,1,3,Palermo,Italy,2,1,1,0
712012,3,0,1,Palermo,Italy,0,1,1,100
712013,4,1,1,Palermo,Italy,0,1,1,0
712001,2,0,4,Palermo,Italy,3,1,1,0
712039,3,0,1,Palermo,Italy,0,1,0,100
712052,4,1,1,Palermo,Italy,0,1,0,0
712027,3,0,2,Palermo,Italy,1,0,1,100
712005,3,0,2,Palermo,Italy,1,1,0,100
712038,3,0,5,Palermo,Italy,4,1,1,100
712017,3,0,2,Palermo,Italy,1,1,0,100
712045,3,0,5,Palermo,Italy,4,1,0,100
712007,3,0,3,Palermo,Italy,2,1,0,0
712050,3,0,3,Palermo,Italy,2,0,0,100
712037,3,0,4,Palermo,Italy,3,0,0,0
712057,5,1,5,Palermo,Italy,4,1,1,0
713010,2,0,4,Taranto,Italy,3,0,1,0
713025,3,0,2,Taranto,Italy,1,0,0,100
713023,3,0,2,Taranto,Italy,1,0,0,100
713020,4,1,5,Taranto,Italy,4,0,1,100
713026,5,1,5,Taranto,Italy,4,1,0,0
713014,3,0,4,Taranto,Italy,3,1,0,0
713004,4,1,3,Taranto,Italy,2,1,0,0
713012,4,1,1,Taranto,Italy,0,1,0,100
713015,4,1,4,Taranto,Italy,3,1,0,100
713028,5,1,5,Taranto,Italy,4,1,1,0
713029,5,1,2,Taranto,Italy,1,1,0,0
713024,3,0,3,Taranto,Italy,2,0,1,100
713031,5,1,2,Taranto,Italy,1,0,1,100
713030,3,0,3,Taranto,Italy,2,0,1,100
713008,4,1,5,Taranto,Italy,4,0,1,0
713018,3,0,1,Taranto,Italy,0,1,1,0
714035,2,0,2,Torino,Italy,1,0,1,100
714041,5,1,2,Torino,Italy,1,1,0,100
714018,3,0,1,Torino,Italy,0,0,1,0
714001,4,1,4,Torino,Italy,3,0,1,0
714033,3,0,5,Torino,Italy,4,1,0,100
714040,4,1,2,Torino,Italy,1,0,0,100
714056,3,0,1,Torino,Italy,0,0,1,100
714020,3,0,4,Torino,Italy,3,0,1,100
714059,3,0,4,Torino,Italy,3,1,0,0
714061,2,0,1,Torino,Italy,0,1,0,100
714046,3,0,1,Torino,Italy,0,1,1,0
714013,3,0,4,Torino,Italy,3,0,0,0
714014,3,0,1,Torino,Italy,0,1,0,100
714025,4,1,3,Torino,Italy,2,0,1,0
714015,3,0,3,Torino,Italy,2,0,1,100
714044,5,1,5,Torino,Italy,4,1,1,0
714038,3,0,2,Torino,Italy,1,0,0,100
714028,4,1,2,Torino,Italy,1,0,1,0
714037,4,1,1,Torino,Italy,0,0,0,0
714016,3,0,5,Torino,Italy,4,1,0,100
714006,2,0,3,Torino,Italy,2,0,1,100
714062,5,1,5,Torino,Italy,4,1,0,0
714064,4,1,5,Torino,Italy,4,1,1,0
714053,4,1,2,Torino,Italy,1,0,1,0
714029,4,1,3,Torino,Italy,2,0,0,0
714027,3,0,5,Torino,Italy,4,1,0,0
714003,2,0,3,Torino,Italy,2,1,0,0
714065,3,0,3,Torino,Italy,2,0,1,0
714051,4,1,2,Torino,Italy,1,0,1,0
714007,3,0,3,Torino,Italy,2,0,0,100
714022,3,0,4,Torino,Italy,3,0,0,100
714030,3,0,2,Torino,Italy,1,0,0,100
714032,2,0,5,Torino,Italy,4,1,1,0
715024,4,1,2,Venezia,Italy,1,1,1,100
715010,4,1,2,Venezia,Italy,1,0,1,100
715032,3,0,2,Venezia,Italy,1,0,0,0
715018,4,1,4,Venezia,Italy,3,0,0,0
715009,3,0,3,Venezia,Italy,2,1,0,0
715027,3,0,3,Venezia,Italy,2,0,1,100
715028,4,1,5,Venezia,Italy,4,1,0,0
715020,2,0,1,Venezia,Italy,0,1,1,100
715013,3,0,2,Venezia,Italy,1,1,0,0
715004,3,0,4,Venezia,Italy,3,1,0,0
715030,3,0,3,Venezia,Italy,2,1,1,100
715008,3,0,1,Venezia,Italy,0,1,0,100
715012,3,0,5,Venezia,Italy,4,1,0,0
715036,3,0,3,Venezia,Italy,2,1,1,100
715007,3,0,5,Venezia,Italy,4,1,1,100
715033,3,0,1,Venezia,Italy,0,0,1,100
715005,3,0,4,Venezia,Italy,3,1,1,100
715035,4,1,3,Venezia,Italy,2,1,0,0
716020,3,0,3,Verona,Italy,2,1,1,100
716021,4,1,4,Verona,Italy,3,0,0,0
716005,3,0,5,Verona,Italy,4,1,0,0
716032,3,0,5,Verona,Italy,4,1,1,100
716030,4,1,1,Verona,Italy,0,1,1,100
716007,3,0,3,Verona,Italy,2,0,0,100
716010,2,0,1,Verona,Italy,0,1,0,0
716023,3,0,3,Verona,Italy,2,0,1,100
716001,3,0,3,Verona,Italy,2,0,1,0
716002,3,0,2,Verona,Italy,1,0,0,0
716026,3,0,2,Verona,Italy,1,0,1,0
716011,3,0,3,Verona,Italy,2,0,0,100
716033,2,0,2,Verona,Italy,1,0,1,100
716022,3,0,2,Verona,Italy,1,0,0,100
716019,3,0,2,Verona,Italy,1,0,0,100
716014,5,1,5,Verona,Italy,4,1,1,0
716003,3,0,1,Verona,Italy,0,0,1,100
801023,5,1,5,Amsterdam,Netherlands,4,1,0,100
801020,2,0,1,Amsterdam,Netherlands,0,0,0,0
801070,4,1,5,Amsterdam,Netherlands,4,1,1,0
801044,3,0,1,Amsterdam,Netherlands,0,0,0,0
801055,5,1,2,Amsterdam,Netherlands,1,1,0,100
801025,3,0,2,Amsterdam,Netherlands,1,0,0,100
801041,2,0,5,Amsterdam,Netherlands,4,1,0,100
801043,4,1,5,Amsterdam,Netherlands,4,1,0,100
801037,5,1,4,Amsterdam,Netherlands,3,1,1,0
801065,2,0,1,Amsterdam,Netherlands,0,0,1,0
801039,5,1,5,Amsterdam,Netherlands,4,1,0,0
801080,2,0,4,Amsterdam,Netherlands,3,1,0,0
801052,4,1,3,Amsterdam,Netherlands,2,1,1,100
801046,2,0,3,Amsterdam,Netherlands,2,0,0,100
801017,3,0,1,Amsterdam,Netherlands,0,1,0,100
801059,6,1,2,Amsterdam,Netherlands,1,1,0,100
801047,3,0,4,Amsterdam,Netherlands,3,1,0,0
801011,2,0,3,Amsterdam,Netherlands,2,1,0,0
801060,2,0,1,Amsterdam,Netherlands,0,0,1,100
801040,3,0,5,Amsterdam,Netherlands,4,1,1,100
801009,2,0,1,Amsterdam,Netherlands,0,0,0,100
801032,2,0,2,Amsterdam,Netherlands,1,1,1,100
801030,4,1,5,Amsterdam,Netherlands,4,0,1,100
801002,2,0,5,Amsterdam,Netherlands,4,0,0,100
801008,4,1,1,Amsterdam,Netherlands,0,1,1,100
801018,2,0,2,Amsterdam,Netherlands,1,1,1,0
801029,2,0,2,Amsterdam,Netherlands,1,1,1,100
801028,5,1,4,Amsterdam,Netherlands,3,0,1,0
801006,4,1,5,Amsterdam,Netherlands,4,1,1,0
801026,5,1,5,Amsterdam,Netherlands,4,1,0,100
801079,3,0,3,Amsterdam,Netherlands,2,0,0,100
801001,3,0,3,Amsterdam,Netherlands,2,0,1,0
801071,2,0,1,Amsterdam,Netherlands,0,1,0,100
801027,5,1,4,Amsterdam,Netherlands,3,0,0,0
801074,4,1,3,Amsterdam,Netherlands,2,0,0,0
801022,6,1,2,Amsterdam,Netherlands,1,1,1,100
801003,2,0,5,Amsterdam,Netherlands,4,0,1,100
801076,3,0,4,Amsterdam,Netherlands,3,1,0,0
801049,3,0,3,Amsterdam,Netherlands,2,0,1,100
801053,3,0,1,Amsterdam,Netherlands,0,0,1,100
801075,1,0,5,Amsterdam,Netherlands,4,1,1,0
801045,4,1,1,Amsterdam,Netherlands,0,1,1,100
801031,4,1,4,Amsterdam,Netherlands,3,0,0,0
801081,3,0,4,Amsterdam,Netherlands,3,0,0,0
801024,3,0,2,Amsterdam,Netherlands,1,0,0,100
801069,2,0,2,Amsterdam,Netherlands,1,0,0,100
801048,5,1,3,Amsterdam,Netherlands,2,1,1,100
801042,2,0,5,Amsterdam,Netherlands,4,1,0,0
801012,4,1,3,Amsterdam,Netherlands,2,1,1,100
801013,2,0,1,Amsterdam,Netherlands,0,0,0,100
801015,2,0,2,Amsterdam,Netherlands,1,0,1,100
801056,2,0,2,Amsterdam,Netherlands,1,1,1,100
801054,4,1,1,Amsterdam,Netherlands,0,0,0,0
801072,2,0,4,Amsterdam,Netherlands,3,0,1,100
801083,2,0,3,Amsterdam,Netherlands,2,0,0,100
801077,3,0,1,Amsterdam,Netherlands,0,1,0,0
801050,2,0,1,Amsterdam,Netherlands,0,0,1,0
801004,2,0,3,Amsterdam,Netherlands,2,1,0,100
801067,4,1,4,Amsterdam,Netherlands,3,0,0,100
801033,3,0,2,Amsterdam,Netherlands,1,1,0,100
801021,2,0,2,Amsterdam,Netherlands,1,0,1,100
801062,3,0,5,Amsterdam,Netherlands,4,1,1,100
801082,3,0,3,Amsterdam,Netherlands,2,0,1,0
801051,2,0,1,Amsterdam,Netherlands,0,0,1,100
801034,5,1,4,Amsterdam,Netherlands,3,1,1,0
801016,2,0,2,Amsterdam,Netherlands,1,1,0,100
801010,2,0,5,Amsterdam,Netherlands,4,0,1,100
801019,5,1,5,Amsterdam,Netherlands,4,1,0,100
801073,2,0,1,Amsterdam,Netherlands,0,1,0,100
801035,2,0,3,Amsterdam,Netherlands,2,1,0,0
801066,4,1,1,Amsterdam,Netherlands,0,0,1,100
801068,5,1,2,Amsterdam,Netherlands,1,1,1,100
801057,2,0,2,Amsterdam,Netherlands,1,1,1,100
801061,4,1,2,Amsterdam,Netherlands,1,0,0,100
801038,2,0,1,Amsterdam,Netherlands,0,1,1,0
801058,5,1,5,Amsterdam,Netherlands,4,0,1,0
801005,3,0,3,Amsterdam,Netherlands,2,1,1,100
801014,4,1,5,Amsterdam,Netherlands,4,0,0,100
801078,2,0,2,Amsterdam,Netherlands,1,0,0,100
801036,4,1,4,Amsterdam,Netherlands,3,1,1,0
801064,2,0,3,Amsterdam,Netherlands,2,1,1,100
801063,4,1,5,Amsterdam,Netherlands,4,0,0,0
801007,2,0,1,Amsterdam,Netherlands,0,0,1,100
802025,5,1,5,Eindhoven,Netherlands,4,0,0,100
802028,3,0,3,Eindhoven,Netherlands,2,0,1,100
802004,5,1,1,Eindhoven,Netherlands,0,1,0,100
802006,5,1,1,Eindhoven,Netherlands,0,1,1,100
802014,2,0,3,Eindhoven,Netherlands,2,1,1,0
802035,5,1,2,Eindhoven,Netherlands,1,1,0,100
802040,3,0,3,Eindhoven,Netherlands,2,0,0,100
802032,3,0,3,Eindhoven,Netherlands,2,0,1,0
802008,4,1,1,Eindhoven,Netherlands,0,0,1,100
802041,3,0,5,Eindhoven,Netherlands,4,0,0,100
802001,4,1,4,Eindhoven,Netherlands,3,0,0,100
802021,2,0,3,Eindhoven,Netherlands,2,1,1,100
802023,4,1,4,Eindhoven,Netherlands,3,0,0,0
802018,3,0,5,Eindhoven,Netherlands,4,1,0,0
802043,2,0,3,Eindhoven,Netherlands,2,1,0,0
802011,2,0,4,Eindhoven,Netherlands,3,1,1,100
802034,6,1,5,Eindhoven,Netherlands,4,0,0,0
802037,5,1,5,Eindhoven,Netherlands,4,0,0,100
802017,4,1,5,Eindhoven,Netherlands,4,1,1,100
802031,3,0,1,Eindhoven,Netherlands,0,1,1,100
802016,3,0,5,Eindhoven,Netherlands,4,1,1,100
802038,3,0,3,Eindhoven,Netherlands,2,1,0,100
802005,2,0,4,Eindhoven,Netherlands,3,0,0,0
802022,2,0,3,Eindhoven,Netherlands,2,0,1,100
802015,3,0,5,Eindhoven,Netherlands,4,1,1,100
802024,4,1,4,Eindhoven,Netherlands,3,0,1,0
802010,4,1,3,Eindhoven,Netherlands,2,0,0,100
802026,5,1,2,Eindhoven,Netherlands,1,1,0,100
802036,3,0,2,Eindhoven,Netherlands,1,0,1,100
802009,3,0,1,Eindhoven,Netherlands,0,0,1,100
802013,6,1,2,Eindhoven,Netherlands,1,1,0,100
802003,4,1,1,Eindhoven,Netherlands,0,0,0,100
802007,3,0,5,Eindhoven,Netherlands,4,0,1,100
802020,3,0,2,Eindhoven,Netherlands,1,0,1,0
802027,2,0,3,Eindhoven,Netherlands,2,0,1,100
802030,3,0,3,Eindhoven,Netherlands,2,1,1,100
802033,2,0,1,Eindhoven,Netherlands,0,0,0,100
802029,3,0,3,Eindhoven,Netherlands,2,0,0,100
802042,3,0,2,Eindhoven,Netherlands,1,0,1,0
802019,4,1,2,Eindhoven,Netherlands,1,0,1,100
802012,5,1,5,Eindhoven,Netherlands,4,1,1,100
802039,2,0,3,Eindhoven,Netherlands,2,0,0,100
802002,3,0,3,Eindhoven,Netherlands,2,1,0,100
803035,3,0,5,Groningen,Netherlands,4,0,0,0
803031,4,1,5,Groningen,Netherlands,4,1,0,100
803002,4,1,4,Groningen,Netherlands,3,0,1,0
803032,3,0,1,Groningen,Netherlands,0,0,1,0
803039,2,0,5,Groningen,Netherlands,4,0,1,100
803013,3,0,2,Groningen,Netherlands,1,0,1,100
803015,3,0,3,Groningen,Netherlands,2,1,0,100
803028,2,0,3,Groningen,Netherlands,2,1,0,100
803037,3,0,1,Groningen,Netherlands,0,1,1,0
803038,2,0,3,Groningen,Netherlands,2,0,0,100
803003,1,0,2,Groningen,Netherlands,1,0,1,100
803036,4,1,1,Groningen,Netherlands,0,0,1,100
803029,4,1,1,Groningen,Netherlands,0,0,0,100
803023,3,0,2,Groningen,Netherlands,1,0,1,100
803034,4,1,2,Groningen,Netherlands,1,1,0,0
803012,3,0,2,Groningen,Netherlands,1,0,0,100
803009,3,0,3,Groningen,Netherlands,2,0,1,100
803010,2,0,4,Groningen,Netherlands,3,0,1,0
803024,3,0,5,Groningen,Netherlands,4,0,1,100
803027,2,0,3,Groningen,Netherlands,2,0,0,100
803005,4,1,2,Groningen,Netherlands,1,0,0,100
803025,4,1,5,Groningen,Netherlands,4,0,1,0
803007,3,0,3,Groningen,Netherlands,2,0,1,100
803020,2,0,1,Groningen,Netherlands,0,1,0,100
803030,2,0,3,Groningen,Netherlands,2,0,0,0
803022,5,1,3,Groningen,Netherlands,2,0,1,0
803040,3,0,3,Groningen,Netherlands,2,0,1,100
803018,3,0,2,Groningen,Netherlands,1,1,0,100
803021,4,1,5,Groningen,Netherlands,4,1,0,100
803001,2,0,5,Groningen,Netherlands,4,0,0,100
803033,4,1,5,Groningen,Netherlands,4,0,0,0
803026,3,0,1,Groningen,Netherlands,0,1,0,100
803041,4,1,5,Groningen,Netherlands,4,0,0,100
803017,3,0,3,Groningen,Netherlands,2,0,0,0
803016,2,0,3,Groningen,Netherlands,2,1,1,100
803019,2,0,2,Groningen,Netherlands,1,1,1,100
803014,2,0,4,Groningen,Netherlands,3,1,1,100
803006,3,0,1,Groningen,Netherlands,0,1,1,100
803004,4,1,4,Groningen,Netherlands,3,1,0,100
803008,2,0,3,Groningen,Netherlands,2,1,1,100
803011,2,0,2,Groningen,Netherlands,1,1,0,100
804056,4,1,2,Rotterdam,Netherlands,1,1,0,100
804071,2,0,1,Rotterdam,Netherlands,0,1,1,100
804049,3,0,1,Rotterdam,Netherlands,0,0,1,100
804023,5,1,1,Rotterdam,Netherlands,0,0,1,100
804061,3,0,1,Rotterdam,Netherlands,0,0,0,100
804025,5,1,2,Rotterdam,Netherlands,1,0,1,100
804048,2,0,3,Rotterdam,Netherlands,2,0,0,100
804021,4,1,3,Rotterdam,Netherlands,2,1,1,100
804001,2,0,4,Rotterdam,Netherlands,3,0,1,0
804011,2,0,2,Rotterdam,Netherlands,1,0,1,100
804045,4,1,1,Rotterdam,Netherlands,0,1,0,0
804072,3,0,5,Rotterdam,Netherlands,4,0,0,100
804039,4,1,5,Rotterdam,Netherlands,4,0,1,100
804050,3,0,1,Rotterdam,Netherlands,0,0,1,100
804046,2,0,1,Rotterdam,Netherlands,0,0,0,100
804052,3,0,5,Rotterdam,Netherlands,4,1,0,0
804037,2,0,3,Rotterdam,Netherlands,2,1,1,100
804019,4,1,3,Rotterdam,Netherlands,2,1,0,0
804026,4,1,2,Rotterdam,Netherlands,1,1,1,100
804033,4,1,2,Rotterdam,Netherlands,1,0,0,100
804027,2,0,2,Rotterdam,Netherlands,1,0,0,100
804063,5,1,2,Rotterdam,Netherlands,1,1,0,100
804035,4,1,1,Rotterdam,Netherlands,0,1,0,100
804054,2,0,3,Rotterdam,Netherlands,2,1,0,100
804009,3,0,5,Rotterdam,Netherlands,4,0,1,100
804008,4,1,5,Rotterdam,Netherlands,4,1,1,0
804020,2,0,3,Rotterdam,Netherlands,2,0,0,0
804055,5,1,2,Rotterdam,Netherlands,1,0,1,100
804064,3,0,5,Rotterdam,Netherlands,4,1,1,100
804065,2,0,4,Rotterdam,Netherlands,3,0,0,0
804038,4,1,1,Rotterdam,Netherlands,0,0,0,0
804032,1,0,2,Rotterdam,Netherlands,1,0,1,100
804043,2,0,3,Rotterdam,Netherlands,2,1,0,100
804030,4,1,3,Rotterdam,Netherlands,2,1,0,100
804006,3,0,3,Rotterdam,Netherlands,2,1,0,100
804022,2,0,3,Rotterdam,Netherlands,2,0,1,100
804034,2,0,5,Rotterdam,Netherlands,4,0,0,100
804041,2,0,3,Rotterdam,Netherlands,2,0,0,0
804059,5,1,5,Rotterdam,Netherlands,4,1,1,0
804044,4,1,2,Rotterdam,Netherlands,1,0,0,100
804010,3,0,3,Rotterdam,Netherlands,2,0,1,100
804005,3,0,5,Rotterdam,Netherlands,4,0,0,100
804004,3,0,4,Rotterdam,Netherlands,3,0,1,100
804047,3,0,5,Rotterdam,Netherlands,4,1,0,100
804057,5,1,1,Rotterdam,Netherlands,0,0,1,100
804067,3,0,1,Rotterdam,Netherlands,0,0,1,100
804002,2,0,4,Rotterdam,Netherlands,3,0,1,0
804070,3,0,1,Rotterdam,Netherlands,0,0,0,100
804060,2,0,3,Rotterdam,Netherlands,2,0,1,100
804014,3,0,3,Rotterdam,Netherlands,2,0,0,0
804068,4,1,5,Rotterdam,Netherlands,4,0,0,100
804029,2,0,2,Rotterdam,Netherlands,1,0,0,100
804017,3,0,4,Rotterdam,Netherlands,3,1,0,100
804003,5,1,5,Rotterdam,Netherlands,4,1,0,100
804051,2,0,1,Rotterdam,Netherlands,0,0,0,0
804040,2,0,3,Rotterdam,Netherlands,2,0,1,100
804031,3,0,2,Rotterdam,Netherlands,1,1,1,100
804013,4,1,3,Rotterdam,Netherlands,2,0,0,0
804066,3,0,5,Rotterdam,Netherlands,4,0,0,100
804053,5,1,5,Rotterdam,Netherlands,4,1,0,100
804028,3,0,5,Rotterdam,Netherlands,4,0,1,100
804012,5,1,5,Rotterdam,Netherlands,4,1,0,0
804007,3,0,3,Rotterdam,Netherlands,2,1,1,0
804015,2,0,3,Rotterdam,Netherlands,2,0,1,100
804036,4,1,5,Rotterdam,Netherlands,4,0,1,100
804042,3,0,2,Rotterdam,Netherlands,1,0,1,100
804069,3,0,5,Rotterdam,Netherlands,4,1,1,0
804024,2,0,2,Rotterdam,Netherlands,1,1,0,100
804058,4,1,5,Rotterdam,Netherlands,4,0,1,100
804018,1,0,4,Rotterdam,Netherlands,3,0,1,100
804062,2,0,3,Rotterdam,Netherlands,2,0,1,100
804016,3,0,1,Rotterdam,Netherlands,0,0,1,100
805016,3,0,3,The Hague,Netherlands,2,0,0,0
805061,2,0,3,The Hague,Netherlands,2,0,0,100
805014,2,0,3,The Hague,Netherlands,2,0,0,100
805040,3,0,2,The Hague,Netherlands,1,1,1,100
805032,3,0,5,The Hague,Netherlands,4,0,1,100
805005,2,0,2,The Hague,Netherlands,1,0,1,0
805044,2,0,5,The Hague,Netherlands,4,0,1,0
805030,3,0,2,The Hague,Netherlands,1,1,0,100
805022,3,0,3,The Hague,Netherlands,2,0,1,100
805055,2,0,4,The Hague,Netherlands,3,1,1,0
805006,3,0,1,The Hague,Netherlands,0,0,0,100
805001,3,0,5,The Hague,Netherlands,4,1,1,100
805053,4,1,5,The Hague,Netherlands,4,0,1,100
805025,5,1,2,The Hague,Netherlands,1,0,1,100
805007,5,1,2,The Hague,Netherlands,1,1,0,100
805013,2,0,2,The Hague,Netherlands,1,0,0,0
805045,5,1,5,The Hague,Netherlands,4,1,1,100
805042,4,1,5,The Hague,Netherlands,4,1,1,100
805019,1,0,2,The Hague,Netherlands,1,0,0,0
805048,5,1,1,The Hague,Netherlands,0,1,1,100
805038,5,1,5,The Hague,Netherlands,4,1,1,100
805020,5,1,4,The Hague,Netherlands,3,0,0,100
805012,2,0,5,The Hague,Netherlands,4,0,1,100
805011,4,1,5,The Hague,Netherlands,4,1,1,0
805023,4,1,1,The Hague,Netherlands,0,1,1,100
805009,3,0,3,The Hague,Netherlands,2,0,1,0
805056,3,0,1,The Hague,Netherlands,0,1,1,0
805029,3,0,2,The Hague,Netherlands,1,0,0,100
805018,3,0,5,The Hague,Netherlands,4,0,0,0
805003,3,0,1,The Hague,Netherlands,0,0,0,100
805033,3,0,5,The Hague,Netherlands,4,1,0,100
805004,3,0,2,The Hague,Netherlands,1,1,1,0
805059,3,0,1,The Hague,Netherlands,0,0,0,0
805063,2,0,4,The Hague,Netherlands,3,0,0,0
